BRAND 7,PRODUCT 53,7871,6937,-0.118663448
BRAND 7,PRODUCT 54,8804,7157,-0.187074057
BRAND 7,PRODUCT 55,6999,7026,0.003857694
BRAND 7,PRODUCT 56,6428,6046,-0.059427505
BRAND 7,PRODUCT 57,8336,8229,-0.012835893
BRAND 7,PRODUCT 58,15343,11436,-0.254643812
BRAND 7,PRODUCT 59,7323,1,-0.999863444
BRAND 7,PRODUCT 60,6272,6331,0.009406888
BRAND 7,PRODUCT 61,19733,17503,-0.113008666
BRAND 7,PRODUCT 62,9545,5479,-0.42598219
BRAND 7,PRODUCT 63,40964,34558,-0.156381213
BRAND 7,PRODUCT 64,13993,12240,-0.125276924
BRAND 7,PRODUCT 65,5484,1,-0.999817651
BRAND 7,PRODUCT 66,0,2159,#DIV/0!
BRAND 7,PRODUCT 67,0,2899,#DIV/0!
BRAND 7,PRODUCT 68,0,1780,#DIV/0!
BRAND 7,PRODUCT 69,0,1609,#DIV/0!
BRAND 7,PRODUCT 70,0,405,#DIV/0!
BRAND 7,PRODUCT 71,0,783,#DIV/0!
BRAND 7,PRODUCT 72,0,1359,#DIV/0!
BRAND 7,PRODUCT 73,0,3153,#DIV/0!
BRAND 7,PRODUCT 74,0,1973,#DIV/0!
BRAND 7,PRODUCT 75,0,3949,#DIV/0!
BRAND 7,PRODUCT 76,0,7037,#DIV/0!
BRAND 7,PRODUCT 77,0,1787,#DIV/0!
BRAND 7,PRODUCT 78,0,2229,#DIV/0!
BRAND 7,PRODUCT 79,0,5718,#DIV/0!
BRAND 7,PRODUCT 80,0,3064,#DIV/0!
BRAND 7,PRODUCT 81,9098,7299,-0.197735766
BRAND 7,PRODUCT 82,6981,5788,-0.170892422
BRAND 7,PRODUCT 83,2910,2022,-0.305154639
BRAND 7,PRODUCT 84,3703,2211,-0.402916554
BRAND 7,PRODUCT 85,4223,2524,-0.402320625
BRAND 7,PRODUCT 86,6714,5426,-0.191837951
BRAND 7,PRODUCT 87,7028,6646,-0.054354013
BRAND 7,PRODUCT 88,6292,6843,0.087571519
BRAND 7,PRODUCT 89,5938,2,-0.999663186
BRAND 7,PRODUCT 90,6655,9562,0.436814425
BRAND 7,PRODUCT 91,4491,5443,0.211979515
BRAND 7,PRODUCT 92,8217,12428,0.512474139
BRAND 7,PRODUCT 93,6080,8114,0.334539474
BRAND 7,PRODUCT 94,0,15,#DIV/0!
BRAND 7,PRODUCT 95,151,177,0.17218543
BRAND 7,PRODUCT 96,22,16,-0.272727273
BRAND 7,PRODUCT 97,0,2,#DIV/0!
BRAND 7,PRODUCT 98,3982,0,-1
BRAND 7,PRODUCT 99,3370,0,-1
BRAND 7,PRODUCT 100,4581,0,-1
BRAND 7,PRODUCT 101,3,0,-1
BRAND 7,PRODUCT 102,8124,0,-1
BRAND 7,PRODUCT 103,4930,0,-1
BRAND 7,PRODUCT 104,10,0,-1
BRAND 7,PRODUCT 105,2768,0,-1
BRAND 8,PRODUCT 106,1312,1096,-0.164634146
BRAND 8,PRODUCT 107,1917,1935,0.009389671
BRAND 8,PRODUCT 108,668,1,-0.998502994
BRAND 8,PRODUCT 109,1775,1962,0.105352113
BRAND 8,PRODUCT 110,2211,1752,-0.207598372
BRAND 8,PRODUCT 111,1327,1514,0.140919367
BRAND 8,PRODUCT 112,3143,2922,-0.070314986
BRAND 8,PRODUCT 113,1449,2306,0.591442374
BRAND 8,PRODUCT 114,1231,1185,-0.037367994
BRAND 8,PRODUCT 115,1635,1437,-0.121100917
BRAND 8,PRODUCT 116,897,0,-1
BRAND 9,PRODUCT 117,393,220,-0.440203562
BRAND 9,PRODUCT 118,6,3,-0.5
BRAND 9,PRODUCT 119,88,73,-0.170454545
BRAND 9,PRODUCT 120,58,29,-0.5
BRAND 9,PRODUCT 121,25,20,-0.2
BRAND 9,PRODUCT 122,329,146,-0.556231003
BRAND 9,PRODUCT 123,150,85,-0.433333333
BRAND 9,PRODUCT 124,7,0,-1
BRAND 10,PRODUCT 125,300,92,-0.693333333
BRAND 10,PRODUCT 126,0,926,#DIV/0!
BRAND 10,PRODUCT 127,0,1076,#DIV/0!
BRAND 10,PRODUCT 128,1059,1061,0.001888574
BRAND 10,PRODUCT 129,2170,3370,0.552995392
BRAND 10,PRODUCT 130,3020,3135,0.03807947
BRAND 10,PRODUCT 131,1789,2128,0.189491336
BRAND 10,PRODUCT 132,1027,1783,0.736124635
BRAND 10,PRODUCT 133,2938,3106,0.057181756
BRAND 10,PRODUCT 134,0,1598,#DIV/0!
BRAND 10,PRODUCT 135,0,806,#DIV/0!
BRAND 10,PRODUCT 136,994,710,-0.285714286
BRAND 10,PRODUCT 137,1927,2096,0.08770109
BRAND 10,PRODUCT 138,3107,3646,0.17347924
BRAND 10,PRODUCT 139,1603,25,-0.984404242
BRAND 10,PRODUCT 140,2319,2189,-0.056058646
BRAND 10,PRODUCT 141,2536,3230,0.273659306
BRAND 10,PRODUCT 142,3303,4776,0.44595822
BRAND 10,PRODUCT 143,4420,5340,0.208144796
BRAND 10,PRODUCT 144,3397,3600,0.059758611
BRAND 10,PRODUCT 145,2216,3188,0.438628159
BRAND 10,PRODUCT 146,2385,3259,0.366457023
BRAND 10,PRODUCT 147,1310,1784,0.361832061
BRAND 10,PRODUCT 148,0,796,#DIV/0!
BRAND 10,PRODUCT 149,0,1481,#DIV/0!
BRAND 10,PRODUCT 150,0,1055,#DIV/0!
BRAND 10,PRODUCT 151,0,6564,#DIV/0!
BRAND 10,PRODUCT 152,0,5533,#DIV/0!
BRAND 10,PRODUCT 153,0,3914,#DIV/0!
BRAND 10,PRODUCT 154,0,3449,#DIV/0!
BRAND 10,PRODUCT 155,0,830,#DIV/0!
BRAND 10,PRODUCT 156,0,4180,#DIV/0!
BRAND 10,PRODUCT 157,0,4983,#DIV/0!
BRAND 10,PRODUCT 158,0,3850,#DIV/0!
BRAND 10,PRODUCT 159,0,4130,#DIV/0!
BRAND 10,PRODUCT 160,31090,33211,0.068221293
BRAND 10,PRODUCT 161,3017,3043,0.008617832
BRAND 10,PRODUCT 162,7050,8894,0.261560284
BRAND 10,PRODUCT 163,4138,4550,0.099565007
BRAND 10,PRODUCT 164,4766,6551,0.374527906
BRAND 10,PRODUCT 165,5487,6867,0.251503554
BRAND 10,PRODUCT 166,3536,4473,0.264988688
BRAND 10,PRODUCT 167,3958,4523,0.142748863
BRAND 10,PRODUCT 168,42831,49701,0.160397843
BRAND 10,PRODUCT 169,49536,55934,0.129158592
BRAND 10,PRODUCT 170,10002,6490,-0.351129774
BRAND 10,PRODUCT 171,1904,2020,0.06092437
BRAND 10,PRODUCT 172,5064,8371,0.653041074
BRAND 10,PRODUCT 173,3461,6647,0.920543196
BRAND 10,PRODUCT 174,1938,1989,0.026315789
BRAND 10,PRODUCT 175,13543,9036,-0.332791848
BRAND 10,PRODUCT 176,6611,4886,-0.260928755
BRAND 10,PRODUCT 177,17144,11845,-0.309087727
BRAND 10,PRODUCT 178,21353,20765,-0.027537114
BRAND 10,PRODUCT 179,8724,7242,-0.169876204
BRAND 10,PRODUCT 180,13460,10301,-0.234695394
BRAND 10,PRODUCT 181,22792,21247,-0.067786943
BRAND 10,PRODUCT 182,3150,4671,0.482857143
BRAND 10,PRODUCT 183,34706,34692,-0.000403388
BRAND 10,PRODUCT 184,5070,3,-0.999408284
BRAND 10,PRODUCT 185,11371,8715,-0.233576642
BRAND 10,PRODUCT 186,13336,10457,-0.215881824
BRAND 10,PRODUCT 187,8220,9027,0.098175182
BRAND 10,PRODUCT 188,14108,13662,-0.031613269
BRAND 10,PRODUCT 189,12182,8312,-0.317681826
BRAND 10,PRODUCT 190,8151,5087,-0.375904797
BRAND 10,PRODUCT 191,2818,24,-0.991483322
BRAND 10,PRODUCT 192,9970,8759,-0.121464393
BRAND 10,PRODUCT 193,18204,18187,-0.000933861
BRAND 10,PRODUCT 194,11114,8813,-0.207036171
BRAND 10,PRODUCT 195,31100,39609,0.273601286
BRAND 10,PRODUCT 196,203,1,-0.995073892
BRAND 10,PRODUCT 197,479,2,-0.995824635
BRAND 10,PRODUCT 198,390,1,-0.997435897
BRAND 10,PRODUCT 199,198,5,-0.974747475
BRAND 10,PRODUCT 200,161,1,-0.99378882
BRAND 10,PRODUCT 201,239,4,-0.983263598
BRAND 10,PRODUCT 202,3682,2769,-0.247963064
BRAND 10,PRODUCT 203,9627,12436,0.291783526
BRAND 10,PRODUCT 204,5595,4756,-0.149955317
BRAND 10,PRODUCT 205,4170,4514,0.082494005
BRAND 10,PRODUCT 206,3247,2829,-0.128734216
BRAND 10,PRODUCT 207,2449,1671,-0.317680686
BRAND 10,PRODUCT 208,6309,5395,-0.144872405
BRAND 10,PRODUCT 209,3025,2357,-0.220826446
BRAND 10,PRODUCT 210,5361,4612,-0.13971274
BRAND 10,PRODUCT 211,2253,1690,-0.249889037
BRAND 10,PRODUCT 212,4135,2977,-0.280048368
BRAND 10,PRODUCT 213,2944,2286,-0.223505435
BRAND 10,PRODUCT 214,2721,2968,0.09077545
BRAND 10,PRODUCT 215,2299,1945,-0.153979991
BRAND 10,PRODUCT 216,3978,3160,-0.20563097
BRAND 10,PRODUCT 217,3501,2490,-0.288774636
BRAND 10,PRODUCT 218,5037,3655,-0.274369664
BRAND 10,PRODUCT 219,5,1,-0.8
BRAND 10,PRODUCT 220,6037,5455,-0.096405499
BRAND 10,PRODUCT 221,9682,7442,-0.231357158
BRAND 10,PRODUCT 222,694,1,-0.998559078
BRAND 10,PRODUCT 223,1765,1429,-0.190368272
BRAND 10,PRODUCT 224,2293,1928,-0.159180113
BRAND 10,PRODUCT 225,1567,1314,-0.16145501
BRAND 10,PRODUCT 226,1496,1605,0.072860963
BRAND 10,PRODUCT 227,2210,1757,-0.204977376
BRAND 10,PRODUCT 228,1928,1932,0.002074689
BRAND 10,PRODUCT 229,12402,7758,-0.374455733
BRAND 10,PRODUCT 230,10929,7751,-0.290785982
BRAND 10,PRODUCT 231,13528,10094,-0.253843879
BRAND 10,PRODUCT 232,32858,31541,-0.040081563
BRAND 10,PRODUCT 233,9826,7899,-0.196112355
BRAND 10,PRODUCT 234,9360,8091,-0.135576923
BRAND 10,PRODUCT 235,11807,9225,-0.218683832
BRAND 10,PRODUCT 236,8630,6474,-0.249826188
BRAND 10,PRODUCT 237,11449,8857,-0.226395318
BRAND 10,PRODUCT 238,9184,6167,-0.328506098
BRAND 10,PRODUCT 239,12723,11052,-0.131336949
BRAND 10,PRODUCT 240,10257,7562,-0.262747392
BRAND 10,PRODUCT 241,9022,5725,-0.365440035
BRAND 10,PRODUCT 242,16083,13765,-0.144127339
BRAND 10,PRODUCT 243,12739,9627,-0.244289191
BRAND 10,PRODUCT 244,12795,8601,-0.327784291
BRAND 10,PRODUCT 245,5233,7288,0.392700172
BRAND 10,PRODUCT 246,1862,2413,0.295918367
BRAND 10,PRODUCT 247,16479,8292,-0.496814127
BRAND 10,PRODUCT 248,1407,1188,-0.15565032
BRAND 10,PRODUCT 249,4249,4784,0.125911979
BRAND 10,PRODUCT 250,15032,12916,-0.140766365
BRAND 10,PRODUCT 251,4937,4660,-0.056106948
BRAND 10,PRODUCT 252,14946,12156,-0.186672019
BRAND 10,PRODUCT 253,9633,7709,-0.199730094
BRAND 10,PRODUCT 254,23387,19905,-0.148886133
BRAND 10,PRODUCT 255,31577,35025,0.1091934
BRAND 10,PRODUCT 256,21121,22042,0.04360589
BRAND 10,PRODUCT 257,19258,23431,0.216689168
BRAND 10,PRODUCT 258,70564,73552,0.042344538
BRAND 10,PRODUCT 259,58952,65745,0.115229339
BRAND 10,PRODUCT 260,47895,51456,0.074350141
BRAND 10,PRODUCT 261,2,0,-1
BRAND 10,PRODUCT 262,5,0,-1
BRAND 10,PRODUCT 263,2,0,-1
BRAND 10,PRODUCT 264,1,0,-1
BRAND 10,PRODUCT 265,3204,0,-1
BRAND 10,PRODUCT 266,925,0,-1
BRAND 10,PRODUCT 267,447,0,-1
BRAND 10,PRODUCT 268,2692,0,-1
BRAND 11,PRODUCT 269,430,1263,1.937209302
BRAND 11,PRODUCT 270,834,517,-0.380095923
BRAND 11,PRODUCT 271,744,538,-0.27688172
BRAND 11,PRODUCT 272,379,387,0.021108179
BRAND 11,PRODUCT 273,730,625,-0.143835616
BRAND 11,PRODUCT 274,2,0,-1
BRAND 12,PRODUCT 275,2760,8868,2.213043478
BRAND 12,PRODUCT 276,72720,51350,-0.293866887
BRAND 12,PRODUCT 277,14728,1779,-0.879209669
BRAND 13,PRODUCT 278,0,225,#DIV/0!
BRAND 13,PRODUCT 279,0,1374,#DIV/0!
BRAND 13,PRODUCT 280,5881,5471,-0.069716035
BRAND 13,PRODUCT 281,133,402,2.022556391
BRAND 13,PRODUCT 282,13,25,0.923076923
BRAND 13,PRODUCT 283,184,175,-0.048913043
BRAND 14,PRODUCT 284,88,83,-0.056818182
BRAND 14,PRODUCT 285,15,33,1.2
BRAND 14,PRODUCT 286,46,52,0.130434783
BRAND 15,PRODUCT 287,8017,4654,-0.419483597
BRAND 15,PRODUCT 288,4080,1962,-0.519117647
BRAND 15,PRODUCT 289,5481,3852,-0.297208539
BRAND 15,PRODUCT 290,5907,2682,-0.545962417
BRAND 16,PRODUCT 291,4097,4616,0.126678057
BRAND 16,PRODUCT 292,1033,1666,0.612778316
BRAND 16,PRODUCT 293,0,2103,#DIV/0!
BRAND 16,PRODUCT 294,5160,5429,0.052131783
BRAND 16,PRODUCT 295,0,1743,#DIV/0!
BRAND 16,PRODUCT 296,1561,1816,0.163356823
BRAND 16,PRODUCT 297,0,2469,#DIV/0!
BRAND 16,PRODUCT 298,0,1086,#DIV/0!
BRAND 16,PRODUCT 299,0,2609,#DIV/0!
BRAND 16,PRODUCT 300,0,2670,#DIV/0!
BRAND 16,PRODUCT 301,0,2662,#DIV/0!
BRAND 16,PRODUCT 302,0,2269,#DIV/0!
BRAND 16,PRODUCT 303,0,2285,#DIV/0!
BRAND 16,PRODUCT 304,0,1388,#DIV/0!
BRAND 16,PRODUCT 305,1886,1976,0.047720042
BRAND 16,PRODUCT 306,6689,5762,-0.138585738
BRAND 16,PRODUCT 307,8358,7074,-0.153625269
BRAND 16,PRODUCT 308,4301,482,-0.887933039
BRAND 16,PRODUCT 309,4296,4358,0.01443203
BRAND 16,PRODUCT 310,768,1,-0.998697917
BRAND 16,PRODUCT 311,3798,3730,-0.01790416
BRAND 16,PRODUCT 312,4029,3619,-0.101762224
BRAND 16,PRODUCT 313,4248,6043,0.422551789
BRAND 16,PRODUCT 314,4598,3387,-0.263375381
BRAND 16,PRODUCT 315,36825,30525,-0.17107943
BRAND 16,PRODUCT 316,8412,4753,-0.434973847
BRAND 16,PRODUCT 317,62880,49050,-0.219942748
BRAND 16,PRODUCT 318,6553,4129,-0.369906913
BRAND 16,PRODUCT 319,9681,5117,-0.471438901
BRAND 16,PRODUCT 320,2303,2607,0.132001737
BRAND 16,PRODUCT 321,4939,4962,0.004656813
BRAND 16,PRODUCT 322,8041,7073,-0.120383037
BRAND 16,PRODUCT 323,5247,6486,0.236134934
BRAND 16,PRODUCT 324,6235,5669,-0.090777867
BRAND 16,PRODUCT 325,7788,7139,-0.083333333
BRAND 16,PRODUCT 326,9371,7071,-0.245438054
BRAND 16,PRODUCT 327,8156,7486,-0.082148112
BRAND 16,PRODUCT 328,12210,7362,-0.397051597
BRAND 16,PRODUCT 329,14215,10282,-0.276679564
BRAND 16,PRODUCT 330,49057,39932,-0.186008113
BRAND 16,PRODUCT 331,58683,46115,-0.214167647
BRAND 16,PRODUCT 332,14542,10327,-0.289850089
BRAND 16,PRODUCT 333,19,0,-1
BRAND 16,PRODUCT 334,3,0,-1
BRAND 17,PRODUCT 335,523,565,0.080305927
BRAND 17,PRODUCT 336,1951,2071,0.06150692
BRAND 17,PRODUCT 337,1800,1715,-0.047222222
BRAND 17,PRODUCT 338,603,592,-0.018242123
BRAND 17,PRODUCT 339,1182,1026,-0.131979695
BRAND 18,PRODUCT 340,5,0,-1
BRAND 18,PRODUCT 341,24,0,-1
BRAND 19,PRODUCT 342,22,40,0.818181818
BRAND 19,PRODUCT 343,9,12,0.333333333
BRAND 19,PRODUCT 344,1990,1590,-0.201005025
BRAND 19,PRODUCT 345,3187,3879,0.217132099
BRAND 19,PRODUCT 346,120,0,-1
BRAND 20,PRODUCT 347,464,1260,1.715517241
BRAND 20,PRODUCT 348,0,906,#DIV/0!
BRAND 20,PRODUCT 349,987,1110,0.124620061
BRAND 20,PRODUCT 350,9,9,0
BRAND 20,PRODUCT 351,6,5,-0.166666667
BRAND 20,PRODUCT 352,11,11,0
BRAND 20,PRODUCT 353,526,653,0.241444867
BRAND 20,PRODUCT 354,410,48,-0.882926829
BRAND 21,PRODUCT 355,11591,8038,-0.306530929
BRAND 21,PRODUCT 356,7305,4734,-0.351950719
BRAND 21,PRODUCT 357,4575,4378,-0.043060109
BRAND 21,PRODUCT 358,3473,3021,-0.130146847
BRAND 21,PRODUCT 359,5103,4215,-0.174015285
BRAND 21,PRODUCT 360,4601,3523,-0.234296892
BRAND 21,PRODUCT 361,184,229,0.244565217
BRAND 21,PRODUCT 362,620,568,-0.083870968
BRAND 21,PRODUCT 363,1348,1198,-0.111275964
BRAND 21,PRODUCT 364,3570,2739,-0.232773109
BRAND 21,PRODUCT 365,5058,3675,-0.273428233
BRAND 21,PRODUCT 366,3059,2436,-0.203661327
BRAND 21,PRODUCT 367,5832,4851,-0.168209877
BRAND 21,PRODUCT 368,5295,2724,-0.485552408
BRAND 21,PRODUCT 369,0,766,#DIV/0!
BRAND 21,PRODUCT 370,0,871,#DIV/0!
BRAND 21,PRODUCT 371,0,774,#DIV/0!
BRAND 21,PRODUCT 372,0,333,#DIV/0!
BRAND 21,PRODUCT 373,0,714,#DIV/0!
BRAND 21,PRODUCT 374,0,497,#DIV/0!
BRAND 21,PRODUCT 375,0,313,#DIV/0!
BRAND 21,PRODUCT 376,0,381,#DIV/0!
BRAND 21,PRODUCT 377,0,1076,#DIV/0!
BRAND 21,PRODUCT 378,3904,2782,-0.287397541
BRAND 21,PRODUCT 379,0,806,#DIV/0!
BRAND 21,PRODUCT 380,450,6,-0.986666667
BRAND 21,PRODUCT 381,837,945,0.129032258
BRAND 21,PRODUCT 382,1165,1176,0.00944206
BRAND 21,PRODUCT 383,683,76,-0.888726208
BRAND 21,PRODUCT 384,1327,1090,-0.178598342
BRAND 21,PRODUCT 385,1253,885,-0.293695132
BRAND 21,PRODUCT 386,1778,1222,-0.312710911
BRAND 21,PRODUCT 387,2418,1609,-0.334574028
BRAND 21,PRODUCT 388,528,77,-0.854166667
BRAND 21,PRODUCT 389,925,865,-0.064864865
BRAND 21,PRODUCT 390,580,642,0.106896552
BRAND 21,PRODUCT 391,3100,1350,-0.564516129
BRAND 21,PRODUCT 392,11881,6881,-0.420839997
BRAND 21,PRODUCT 393,5195,4197,-0.192107796
BRAND 21,PRODUCT 394,3197,2808,-0.121676572
BRAND 21,PRODUCT 395,22860,14658,-0.358792651
BRAND 21,PRODUCT 396,4683,2888,-0.383301303
BRAND 21,PRODUCT 397,8774,6148,-0.299293367
BRAND 21,PRODUCT 398,12055,7946,-0.340854417
BRAND 21,PRODUCT 399,1736,1508,-0.131336406
BRAND 21,PRODUCT 400,16030,9360,-0.416094822
BRAND 21,PRODUCT 401,1773,1567,-0.116187253
BRAND 21,PRODUCT 402,3798,2856,-0.248025276
BRAND 21,PRODUCT 403,4028,2787,-0.308093347
BRAND 21,PRODUCT 404,109,0,-1
BRAND 21,PRODUCT 405,239,0,-1
BRAND 21,PRODUCT 406,396,0,-1
BRAND 21,PRODUCT 407,477,0,-1
BRAND 21,PRODUCT 408,512,0,-1
BRAND 21,PRODUCT 409,637,0,-1
BRAND 21,PRODUCT 410,9,0,-1
BRAND 21,PRODUCT 411,29,0,-1
BRAND 22,PRODUCT 412,2,4,1
BRAND 22,PRODUCT 413,11,14,0.272727273
BRAND 22,PRODUCT 414,4790,5,-0.998956159
BRAND 22,PRODUCT 415,2141,2308,0.078000934
BRAND 22,PRODUCT 416,2715,3939,0.450828729
BRAND 22,PRODUCT 417,3954,4779,0.208649469
BRAND 22,PRODUCT 418,0,514,#DIV/0!
BRAND 22,PRODUCT 419,0,1538,#DIV/0!
BRAND 22,PRODUCT 420,190,209,0.1
BRAND 22,PRODUCT 421,156,118,-0.243589744
BRAND 22,PRODUCT 422,5,0,-1
BRAND 22,PRODUCT 423,9,0,-1
BRAND 22,PRODUCT 424,2378,0,-1
BRAND 23,PRODUCT 425,3866,1510,-0.609415416
BRAND 23,PRODUCT 426,3600,3545,-0.015277778
BRAND 23,PRODUCT 427,12993,12401,-0.045562995
BRAND 24,PRODUCT 428,0,705,#DIV/0!
BRAND 24,PRODUCT 429,0,701,#DIV/0!
BRAND 24,PRODUCT 430,126,188,0.492063492
BRAND 24,PRODUCT 431,1125,1302,0.157333333
BRAND 24,PRODUCT 432,917,1058,0.153762268
BRAND 24,PRODUCT 433,636,916,0.440251572
BRAND 24,PRODUCT 434,647,936,0.446676971
BRAND 24,PRODUCT 435,583,1044,0.790737564
BRAND 24,PRODUCT 436,0,1501,#DIV/0!
BRAND 24,PRODUCT 437,610,509,-0.16557377
BRAND 24,PRODUCT 438,685,622,-0.091970803
BRAND 24,PRODUCT 439,839,715,-0.147794994
BRAND 24,PRODUCT 440,1168,1575,0.348458904
BRAND 24,PRODUCT 441,688,1149,0.67005814
BRAND 24,PRODUCT 442,0,1142,#DIV/0!
BRAND 24,PRODUCT 443,862,1401,0.625290023
BRAND 24,PRODUCT 444,891,1693,0.900112233
BRAND 24,PRODUCT 445,1311,1810,0.380625477
BRAND 24,PRODUCT 446,1247,2047,0.641539695
BRAND 24,PRODUCT 447,936,1724,0.841880342
BRAND 24,PRODUCT 448,870,1611,0.851724138
BRAND 24,PRODUCT 449,0,1466,#DIV/0!
BRAND 24,PRODUCT 450,0,1053,#DIV/0!
BRAND 24,PRODUCT 451,0,737,#DIV/0!
BRAND 25,PRODUCT 452,0,27,#DIV/0!
BRAND 25,PRODUCT 453,0,7,#DIV/0!
BRAND 25,PRODUCT 454,0,58,#DIV/0!
BRAND 26,PRODUCT 455,7556,7343,-0.028189518
BRAND 26,PRODUCT 456,54,46,-0.148148148
BRAND 26,PRODUCT 457,6879,6961,0.011920337
BRAND 27,PRODUCT 458,1830,1820,-0.005464481
BRAND 27,PRODUCT 459,1065,1103,0.035680751
BRAND 27,PRODUCT 460,2136,2106,-0.014044944
BRAND 27,PRODUCT 461,874,1005,0.149885584
BRAND 27,PRODUCT 462,698,836,0.197707736
BRAND 27,PRODUCT 463,69,25,-0.637681159
BRAND 27,PRODUCT 464,703,634,-0.098150782
BRAND 27,PRODUCT 465,779,959,0.231065469
BRAND 27,PRODUCT 466,103,3,-0.970873786
BRAND 27,PRODUCT 467,0,213,#DIV/0!
BRAND 27,PRODUCT 468,0,1,#DIV/0!
BRAND 27,PRODUCT 469,202,645,2.193069307
BRAND 27,PRODUCT 470,260,1,-0.996153846
BRAND 27,PRODUCT 471,35,13,-0.628571429
BRAND 27,PRODUCT 472,872,642,-0.263761468
BRAND 27,PRODUCT 473,70,1,-0.985714286
BRAND 27,PRODUCT 474,0,216,#DIV/0!
BRAND 27,PRODUCT 475,6,11,0.833333333
BRAND 27,PRODUCT 476,1226,1196,-0.024469821
BRAND 27,PRODUCT 477,1908,2093,0.096960168
BRAND 27,PRODUCT 478,61,7,-0.885245902
BRAND 27,PRODUCT 479,0,646,#DIV/0!
BRAND 27,PRODUCT 480,1363,1013,-0.2567865
BRAND 27,PRODUCT 481,1064,748,-0.296992481
BRAND 27,PRODUCT 482,0,276,#DIV/0!
BRAND 27,PRODUCT 483,0,501,#DIV/0!
BRAND 27,PRODUCT 484,9,5,-0.444444444
BRAND 27,PRODUCT 485,13,7,-0.461538462
BRAND 27,PRODUCT 486,562,0,-1
BRAND 27,PRODUCT 487,3,0,-1
BRAND 27,PRODUCT 488,208,0,-1
BRAND 27,PRODUCT 489,884,0,-1
BRAND 27,PRODUCT 490,394,0,-1
BRAND 27,PRODUCT 491,572,0,-1
BRAND 27,PRODUCT 492,437,0,-1
BRAND 28,PRODUCT 493,1771,2156,0.217391304
BRAND 28,PRODUCT 494,1491,1656,0.110663984
BRAND 28,PRODUCT 495,1089,851,-0.218549128
BRAND 28,PRODUCT 496,117,721,5.162393162
BRAND 28,PRODUCT 497,624,1435,1.299679487
BRAND 28,PRODUCT 498,966,17,-0.982401656
BRAND 28,PRODUCT 499,1022,1041,0.018590998
BRAND 28,PRODUCT 500,1285,1927,0.499610895
BRAND 28,PRODUCT 501,1910,2434,0.27434555
BRAND 28,PRODUCT 502,816,6,-0.992647059
BRAND 28,PRODUCT 503,2924,4235,0.448358413
BRAND 28,PRODUCT 504,1668,1396,-0.163069544
BRAND 28,PRODUCT 505,515,3404,5.609708738
